file,pmcid,image_type:radiology~anatomical_region:axial_region,image_type:electrography,image_type:radiology~anatomical_region:axial_region.abdomen,image_type,image_type:pathology,image_type:radiology~anatomical_region,image_type:medical_photograph,image_type:ophthalmic_imaging,image_type:radiology.ultrasound,image_type:endoscopy,image_type:radiology~anatomical_view,image_type:radiology~anatomical_region:upper_limb,image_type:radiology~attribute_angiography,image_type:radiology~contrast_status,image_type:radiology~main,image_type:radiology~anatomical_region:lower_limb,image_type:radiology~anatomical_region:axial_region.thorax,modified_label
PMC10665504_fphar-14-1239699-g002_D_4_11.webp,PMC10665504,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC10665504_fphar-14-1239699-g002_E_5_11.webp,PMC10665504,thorax,,,radiology,,axial_region,,,,,axial,,angiography,without_contrast,ct,,other_thoracic_image,False
PMC10665504_fphar-14-1239699-g002_G_6_11.webp,PMC10665504,thorax,,,radiology,,axial_region,,,,,axial,,angiography,without_contrast,ct,,other_thoracic_image,False
PMC10665504_fphar-14-1239699-g002_H_7_11.webp,PMC10665504,thorax,,,radiology,,axial_region,,,,,axial,,angiography,without_contrast,ct,,other_thoracic_image,False
PMC10665504_fphar-14-1239699-g002_I_8_11.webp,PMC10665504,thorax,,,radiology,,axial_region,,,,,axial,,angiography,without_contrast,ct,,other_thoracic_image,False
PMC10665504_fphar-14-1239699-g002_J_9_11.webp,PMC10665504,thorax,,,radiology,,axial_region,,,,,axial,,angiography,without_contrast,ct,,other_thoracic_image,False
PMC10665504_fphar-14-1239699-g002_K_10_11.webp,PMC10665504,thorax,,,radiology,,axial_region,,,,,axial,,angiography,without_contrast,ct,,other_thoracic_image,False
PMC10665504_fphar-14-1239699-g002_L_11_11.webp,PMC10665504,thorax,,,radiology,,axial_region,,,,,axial,,angiography,without_contrast,ct,,other_thoracic_image,False
PMC10665504_fphar-14-1239699-g004_A_1_2.webp,PMC10665504,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10665504_fphar-14-1239699-g004_B_2_2.webp,PMC10665504,,,,chart,,,,,,,,,,,,,,False
PMC10665716_IPRS-12-08-g-001_undivided_1_1.webp,PMC10665716,head,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,mri,,,False
PMC10665716_IPRS-12-08-g-002_undivided_1_1.webp,PMC10665716,pelvis,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,mri,,,False
PMC10665716_IPRS-12-08-g-003_undivided_1_1.webp,PMC10665716,pelvis,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,mri,,,False
PMC10665716_IPRS-12-08-g-004_undivided_1_1.webp,PMC10665716,,,,radiology,,lower_limb,,,,,sagittal,,no_angiography,contrast,mri,hip,,False
PMC10666049_fcvm-10-1287506-g001_undivided_1_1.webp,PMC10666049,,ekg,,electrography,,,,,,,,,,,,,,False
PMC10666049_fcvm-10-1287506-g004_undivided_1_1.webp,PMC10666049,thorax,,,radiology,,axial_region,,,,,frontal,,angiography,contrast,x_ray,,other_thoracic_image,False
PMC10666049_fcvm-10-1287506-g005_A_1_1.webp,PMC10666049,,ekg,,electrography,,,,,,,,,,,,,,False
PMC10666051_fneur-14-1277843-g001_undivided_1_1.webp,PMC10666051,,,,chart,,,,,,,,,,,,,,False
PMC10666160_fneur-14-1253821-g004_A_1_12.webp,PMC10666160,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10666160_fneur-14-1253821-g004_B_2_12.webp,PMC10666160,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10666160_fneur-14-1253821-g004_C_3_12.webp,PMC10666160,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10666160_fneur-14-1253821-g004_D_4_12.webp,PMC10666160,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10666160_fneur-14-1253821-g004_E_5_12.webp,PMC10666160,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10666160_fneur-14-1253821-g004_F_6_12.webp,PMC10666160,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10666160_fneur-14-1253821-g004_G_7_12.webp,PMC10666160,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10666160_fneur-14-1253821-g004_H_8_12.webp,PMC10666160,,,,pathology,fish,,,,,,,,,,,,,False
PMC10666160_fneur-14-1253821-g004_I_9_12.webp,PMC10666160,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10666160_fneur-14-1253821-g004_J_10_12.webp,PMC10666160,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10666160_fneur-14-1253821-g004_K_11_12.webp,PMC10666160,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10666160_fneur-14-1253821-g004_L_12_12.webp,PMC10666160,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10666182_fcvm-10-1268918-g001_A_1_4.webp,PMC10666182,thorax,,,radiology,,axial_region,,,no_doppler,,transesophageal,,no_angiography,contrast,ultrasound,,cardiac_image,False
PMC10666182_fcvm-10-1268918-g001_B_2_4.webp,PMC10666182,thorax,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,cardiac_image,False
PMC10666182_fcvm-10-1268918-g001_C_3_4.webp,PMC10666182,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC10666182_fcvm-10-1268918-g001_D_4_4.webp,PMC10666182,thorax,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,mri,,cardiac_image,False
PMC10666182_fcvm-10-1268918-g002_A_1_2.webp,PMC10666182,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10666182_fcvm-10-1268918-g002_B_2_2.webp,PMC10666182,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10666624_fmed-10-1254747-g001_undivided_1_1.webp,PMC10666624,,,,chart,,,,,,,,,,,,,,False
PMC10666640_fpsyt-14-1267495-g003_d_1_1.webp,PMC10666640,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10666640_fpsyt-14-1267495-g004_d_1_1.webp,PMC10666640,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10666783_fonc-13-1198762-g002_A_1_4.webp,PMC10666783,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,no_angiography,contrast,ct,,,False
PMC10666783_fonc-13-1198762-g002_B_2_4.webp,PMC10666783,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,no_angiography,contrast,ct,,,False
PMC10666783_fonc-13-1198762-g002_C_3_4.webp,PMC10666783,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10666783_fonc-13-1198762-g002_D_4_4.webp,PMC10666783,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,no_angiography,contrast,ct,,,False
PMC10666786_fonc-13-1260706-g002_undivided_1_1.webp,PMC10666786,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10666786_fonc-13-1260706-g003_A_1_3.webp,PMC10666786,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10666786_fonc-13-1260706-g003_B_2_3.webp,PMC10666786,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10666786_fonc-13-1260706-g003_C_3_3.webp,PMC10666786,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10666957_cro-2023-0016-0001-534862_F01_undivided_1_1.webp,PMC10666957,,,,pathology,pas,,,,,,,,,,,,,False
PMC10667419_fphar-14-1285078-g001_undivided_1_1.webp,PMC10667419,,,,pathology,masson_trichrome,,,,,,,,,,,,,False
PMC10667683_fped-11-1283325-g001_undivided_1_1.webp,PMC10667683,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10667683_fped-11-1283325-g002_undivided_1_1.webp,PMC10667683,,,,pathology,pas,,,,,,,,,,,,,False
PMC10667683_fped-11-1283325-g003_undivided_1_1.webp,PMC10667683,,,,chart,,,,,,,,,,,,,,False
PMC10667683_fped-11-1283325-g004_undivided_1_1.webp,PMC10667683,,,,chart,,,,,,,,,,,,,,False
PMC10667707_fsurg-10-1293925-g001_undivided_1_1.webp,PMC10667707,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,,False
PMC10668054_gr1_A_1_6.webp,PMC10668054,neck,,,radiology,,axial_region,,,,,frontal,,angiography,contrast,ct,,,False
PMC10668054_gr1_B_2_6.webp,PMC10668054,head,,,radiology,,axial_region,,,,,frontal,,angiography,contrast,ct,,,True
PMC10668054_gr1_C_3_6.webp,PMC10668054,head,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,mri,,,False
PMC10668054_gr1_D_4_6.webp,PMC10668054,head,,,radiology,,axial_region,,,,,axial,,no_angiography,without_contrast,mri,,,False
PMC10668054_gr1_E_5_6.webp,PMC10668054,head,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,ct,,,False
PMC10668054_gr1_F_6_6.webp,PMC10668054,head,,,radiology,,axial_region,,,,,oblique,,angiography,contrast,ct,,,False
PMC10668066_gr1_A_1_6.webp,PMC10668066,head,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,mri,,,False
PMC10668066_gr1_B_2_6.webp,PMC10668066,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC10668066_gr1_C_3_6.webp,PMC10668066,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC10668066_gr1_D_4_6.webp,PMC10668066,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,mri,,,False
PMC10668066_gr1_E_5_6.webp,PMC10668066,head,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,mri,,,False
PMC10668066_gr1_F_6_6.webp,PMC10668066,head,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,mri,,,False
PMC10668072_gr2_undivided_1_1.webp,PMC10668072,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10668072_gr3_undivided_1_1.webp,PMC10668072,abdomen,,cholangiogram,radiology,,axial_region,,,,,frontal,,angiography,contrast,x_ray,,,False
PMC10668072_gr4_undivided_1_1.webp,PMC10668072,abdomen,,cholangiogram,radiology,,axial_region,,,,,frontal,,angiography,contrast,x_ray,,,False
PMC10668072_gr5_undivided_1_1.webp,PMC10668072,head,,,radiology,,axial_region,,,,,frontal,,angiography,contrast,x_ray,,,False
PMC10668072_gr6_a_1_2.webp,PMC10668072,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10668072_gr6_b_2_2.webp,PMC10668072,neck,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10670799_fphar-14-1288068-g002_undivided_1_1.webp,PMC10670799,,,,pathology,pas,,,,,,,,,,,,,False
PMC10673330_cro-2023-0016-0001-534939_F01_a_1_4.webp,PMC10673330,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10673330_cro-2023-0016-0001-534939_F01_b_2_4.webp,PMC10673330,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC10673330_cro-2023-0016-0001-534939_F01_c_3_4.webp,PMC10673330,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,mri,,,False
PMC10673330_cro-2023-0016-0001-534939_F01_d_4_4.webp,PMC10673330,,,,medical_photograph,,,oral_photograph,,,,,,,,,,,True
PMC10673330_cro-2023-0016-0001-534939_F02_undivided_1_1.webp,PMC10673330,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,ct,,,False
PMC10673330_cro-2023-0016-0001-534939_F03_undivided_1_1.webp,PMC10673330,,,,endoscopy,,,,,,ig_endoscopy,,,,,,,,False
PMC10673336_cop-2023-0014-0001-533914_F03_undivided_1_1.webp,PMC10673336,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10673338_cro-2023-0016-0001-535072_F01_a_1_6.webp,PMC10673338,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10673338_cro-2023-0016-0001-535072_F01_b_2_6.webp,PMC10673338,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10673338_cro-2023-0016-0001-535072_F01_c_3_6.webp,PMC10673338,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10673338_cro-2023-0016-0001-535072_F01_d_4_6.webp,PMC10673338,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,pet,,cardiac_image,False
PMC10673338_cro-2023-0016-0001-535072_F01_e_5_6.webp,PMC10673338,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,no_angiography,contrast,pet,,,False
PMC10673338_cro-2023-0016-0001-535072_F01_f_6_6.webp,PMC10673338,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10673338_cro-2023-0016-0001-535072_F02_a_1_3.webp,PMC10673338,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10673338_cro-2023-0016-0001-535072_F02_b_2_3.webp,PMC10673338,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10673338_cro-2023-0016-0001-535072_F02_c_3_3.webp,PMC10673338,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10673342_cro-2023-0016-0001-534475_F01_a_1_1.webp,PMC10673342,,,,radiology,,upper_limb,,,,,occlusal,elbow,no_angiography,contrast,x_ray,,,False
PMC10673346_cro-2023-0016-0001-534847_F02_a_1_3.webp,PMC10673346,breast,,,radiology,,axial_region,,,doppler,,frontal,,angiography,contrast,ultrasound,,,True
PMC10673346_cro-2023-0016-0001-534847_F02_b_2_3.webp,PMC10673346,,,,radiology,,lower_limb,,,no_doppler,,oblique,,no_angiography,contrast,ultrasound,ankle,,True
PMC10673346_cro-2023-0016-0001-534847_F02_c_3_3.webp,PMC10673346,breast,,,radiology,,axial_region,,,,,sagittal,,angiography,contrast,mri,,,False
PMC10673348_cop-2023-0014-0001-533632_F01_a_1_2.webp,PMC10673348,,,,ophthalmic_imaging,,,,fundus_photograph,,,,,,,,,,False
PMC10673348_cop-2023-0014-0001-533632_F01_b_2_2.webp,PMC10673348,,,,ophthalmic_imaging,,,,fundus_photograph,,,,,,,,,,False
PMC10673348_cop-2023-0014-0001-533632_F02_a_1_4.webp,PMC10673348,,,,ophthalmic_imaging,,,,ophtalmic_angiography,,,,,,,,,,False
PMC10673348_cop-2023-0014-0001-533632_F02_b_2_4.webp,PMC10673348,,,,ophthalmic_imaging,,,,ophtalmic_angiography,,,,,,,,,,False
PMC10673348_cop-2023-0014-0001-533632_F02_c_3_4.webp,PMC10673348,,,,ophthalmic_imaging,,,,ophtalmic_angiography,,,,,,,,,,False
PMC10673348_cop-2023-0014-0001-533632_F02_d_4_4.webp,PMC10673348,,,,ophthalmic_imaging,,,,ophtalmic_angiography,,,,,,,,,,False
PMC10673348_cop-2023-0014-0001-533632_F03_a_1_2.webp,PMC10673348,,,,ophthalmic_imaging,,,,oct,,,,,,,,,,False
PMC10673348_cop-2023-0014-0001-533632_F03_b_2_2.webp,PMC10673348,,,,ophthalmic_imaging,,,,oct,,,,,,,,,,False
PMC10673348_cop-2023-0014-0001-533632_F04_a_1_2.webp,PMC10673348,,,,ophthalmic_imaging,,,,ophtalmic_angiography,,,,,,,,,,False
PMC10673348_cop-2023-0014-0001-533632_F04_b_2_2.webp,PMC10673348,,,,ophthalmic_imaging,,,,ophtalmic_angiography,,,,,,,,,,False
PMC10673348_cop-2023-0014-0001-533632_F05_a_1_2.webp,PMC10673348,,,,ophthalmic_imaging,,,,fundus_photograph,,,,,,,,,,False
PMC10673348_cop-2023-0014-0001-533632_F05_b_2_2.webp,PMC10673348,,,,ophthalmic_imaging,,,,fundus_photograph,,,,,,,,,,False
PMC10674559_IMCRJ-16-763-g0001_undivided_1_1.webp,PMC10674559,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10674637_IMCRJ-16-775-g0001_A_1_2.webp,PMC10674637,,,,endoscopy,,,,,,arthroscopy,,,,,,,,False
PMC10674637_IMCRJ-16-775-g0001_B_2_2.webp,PMC10674637,,,,endoscopy,,,,,,arthroscopy,,,,,,,,False
PMC10674637_IMCRJ-16-775-g0002_A_1_2.webp,PMC10674637,head,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,ct,,,False
PMC10674637_IMCRJ-16-775-g0002_B_2_2.webp,PMC10674637,head,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,ct,,,False
PMC10674637_IMCRJ-16-775-g0003_A_1_2.webp,PMC10674637,,,,endoscopy,,,,,,airway_endoscopy,,,,,,,,False
PMC10674637_IMCRJ-16-775-g0003_B_2_2.webp,PMC10674637,,,,endoscopy,,,,,,airway_endoscopy,,,,,,,,False
PMC10674637_IMCRJ-16-775-g0004_A_1_2.webp,PMC10674637,,,,endoscopy,,,,,,airway_endoscopy,,,,,,,,False
PMC10674637_IMCRJ-16-775-g0004_B_2_2.webp,PMC10674637,,,,endoscopy,,,,,,other_endoscopy,,,,,,,,False
PMC10674637_IMCRJ-16-775-g0005_A_1_2.webp,PMC10674637,,,,endoscopy,,,,,,airway_endoscopy,,,,,,,,False
PMC10674637_IMCRJ-16-775-g0005_B_2_2.webp,PMC10674637,,,,endoscopy,,,,,,airway_endoscopy,,,,,,,,False
PMC10674691_IMCRJ-16-767-g0002_A_1_2.webp,PMC10674691,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10674691_IMCRJ-16-767-g0002_B_2_2.webp,PMC10674691,head,,,radiology,,axial_region,,,,,axial,,angiography,without_contrast,ct,,,False
PMC10676095_IDR-16-7305-g0001_a_1_4.webp,PMC10676095,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC10676095_IDR-16-7305-g0001_b_2_4.webp,PMC10676095,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC10676095_IDR-16-7305-g0001_c_3_4.webp,PMC10676095,thorax,,,radiology,,axial_region,,,,,axial,,no_angiography,without_contrast,ct,,other_thoracic_image,False
PMC10676095_IDR-16-7305-g0001_d_4_4.webp,PMC10676095,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC10676095_IDR-16-7305-g0002_undivided_1_1.webp,PMC10676095,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10676095_IDR-16-7305-g0003_a_1_4.webp,PMC10676095,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC10676095_IDR-16-7305-g0003_b_2_4.webp,PMC10676095,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC10676095_IDR-16-7305-g0003_c_3_4.webp,PMC10676095,thorax,,,radiology,,axial_region,,,,,axial,,no_angiography,without_contrast,ct,,other_thoracic_image,False
PMC10676095_IDR-16-7305-g0003_d_4_4.webp,PMC10676095,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC10676675_CCID-16-3375-g0004_A_1_2.webp,PMC10676675,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10676675_CCID-16-3375-g0004_B_2_2.webp,PMC10676675,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10676675_CCID-16-3375-g0005_A_1_2.webp,PMC10676675,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10676675_CCID-16-3375-g0005_B_2_2.webp,PMC10676675,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10679387_fendo-14-1216767-g001_A_1_3.webp,PMC10679387,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10679387_fendo-14-1216767-g001_B_2_3.webp,PMC10679387,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,True
PMC10679387_fendo-14-1216767-g001_C_3_3.webp,PMC10679387,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10679390_fonc-13-1246821-g001_A_1_4.webp,PMC10679390,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10679390_fonc-13-1246821-g001_B_2_4.webp,PMC10679390,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10679390_fonc-13-1246821-g001_C_3_4.webp,PMC10679390,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10679390_fonc-13-1246821-g001_D_4_4.webp,PMC10679390,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10679390_fonc-13-1246821-g002_A_1_4.webp,PMC10679390,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10679390_fonc-13-1246821-g002_B_2_4.webp,PMC10679390,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10679390_fonc-13-1246821-g002_C_3_4.webp,PMC10679390,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10679390_fonc-13-1246821-g002_D_4_4.webp,PMC10679390,,,,pathology,immunostaining,,,,,,,,,,,,,False
PMC10679390_fonc-13-1246821-g003_A_1_4.webp,PMC10679390,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,other_thoracic_image,False
PMC10679390_fonc-13-1246821-g003_B_2_4.webp,PMC10679390,thorax,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,ct,,other_thoracic_image,False
PMC10679390_fonc-13-1246821-g003_C_3_4.webp,PMC10679390,thorax,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,ct,,other_thoracic_image,False
PMC10679390_fonc-13-1246821-g003_D_4_4.webp,PMC10679390,thorax,,,radiology,,axial_region,,,,,axial,,no_angiography,contrast,ct,,other_thoracic_image,False
PMC10679400_fcvm-10-1263662-g001_undivided_1_1.webp,PMC10679400,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10679400_fcvm-10-1263662-g004_A_1_3.webp,PMC10679400,,,,radiology,,lower_limb,,,,,sagittal,,angiography,contrast,mri,ankle,,False
PMC10679400_fcvm-10-1263662-g004_B_2_3.webp,PMC10679400,,,,radiology,,upper_limb,,,,,axial,forearm,no_angiography,contrast,mri,,,False
PMC10679400_fcvm-10-1263662-g004_C_3_3.webp,PMC10679400,,,,radiology,,upper_limb,,,,,axial,forearm,angiography,contrast,mri,,,False
PMC10680256_fvets-10-1287185-g002_A_1_4.webp,PMC10680256,thorax,,,radiology,,axial_region,,,,,frontal,,no_angiography,contrast,x_ray,,other_thoracic_image,False
PMC10680256_fvets-10-1287185-g002_B_2_4.webp,PMC10680256,thorax,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,x_ray,,other_thoracic_image,False
PMC10680256_fvets-10-1287185-g002_C_3_4.webp,PMC10680256,thorax,,,radiology,,axial_region,,,,,frontal,,no_angiography,contrast,x_ray,,other_thoracic_image,False
PMC10680256_fvets-10-1287185-g002_D_4_4.webp,PMC10680256,thorax,,,radiology,,axial_region,,,,,sagittal,,no_angiography,contrast,x_ray,,other_thoracic_image,False
PMC10680256_fvets-10-1287185-g003_A_1_2.webp,PMC10680256,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10680256_fvets-10-1287185-g003_B_2_2.webp,PMC10680256,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10680256_fvets-10-1287185-g004_A_1_2.webp,PMC10680256,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10680256_fvets-10-1287185-g004_B_2_2.webp,PMC10680256,,,,pathology,h&e,,,,,,,,,,,,,False
PMC10680470_ORR-15-245-g0002_undivided_1_1.webp,PMC10680470,,,,endoscopy,,,,,,arthroscopy,,,,,,,,False
PMC10680470_ORR-15-245-g0003_undivided_1_1.webp,PMC10680470,,,,endoscopy,,,,,,arthroscopy,,,,,,,,False
PMC10680577_AMS2-10-e907-g002_undivided_1_1.webp,PMC10680577,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10680577_AMS2-10-e907-g003_A_1_3.webp,PMC10680577,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10680577_AMS2-10-e907-g003_B_2_3.webp,PMC10680577,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10680577_AMS2-10-e907-g003_C_3_3.webp,PMC10680577,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10680995_bjvm-45-e003423-g02_A_1_4.webp,PMC10680995,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10680995_bjvm-45-e003423-g02_B_2_4.webp,PMC10680995,,,,medical_photograph,,,skin_photograph,,,,,,,,,,,False
PMC10680995_bjvm-45-e003423-g02_C_3_4.webp,PMC10680995,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10680995_bjvm-45-e003423-g02_D_4_4.webp,PMC10680995,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10680995_bjvm-45-e003423-g03_A_1_4.webp,PMC10680995,,,,radiology,,whole_body,,,,,oblique,,no_angiography,contrast,scintigraphy,,,False
PMC10680995_bjvm-45-e003423-g03_B_2_4.webp,PMC10680995,head,,,radiology,,axial_region,,,,,frontal,,angiography,contrast,scintigraphy,,,False
PMC10680995_bjvm-45-e003423-g03_C_3_4.webp,PMC10680995,thorax,,,radiology,,axial_region,,,,,axial,,angiography,contrast,spect,,cardiac_image,False
PMC10680995_bjvm-45-e003423-g03_D_4_4.webp,PMC10680995,head,,,radiology,,axial_region,,,,,oblique,,angiography,contrast,mri,,,False
PMC10681373_cop-2023-0014-0001-531801_F01_a_1_4.webp,PMC10681373,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10681373_cop-2023-0014-0001-531801_F01_b_2_4.webp,PMC10681373,,,,ophthalmic_imaging,,,,slit_lamp_photograph,,,,,,,,,,False
PMC10681373_cop-2023-0014-0001-531801_F01_c_3_4.webp,PMC10681373,,,,ophthalmic_imaging,,,,slit_lamp_photograph,,,,,,,,,,False
PMC10681373_cop-2023-0014-0001-531801_F01_d_4_4.webp,PMC10681373,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10681373_cop-2023-0014-0001-531801_F02_a_1_4.webp,PMC10681373,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10681373_cop-2023-0014-0001-531801_F02_b_2_4.webp,PMC10681373,,,,medical_photograph,,,other_medical_photograph,,,,,,,,,,,False
PMC10681373_cop-2023-0014-0001-531801_F02_c_3_4.webp,PMC10681373,head,,,radiology,,axial_region,,,,,axial,,angiography,contrast,spect,,,False
PMC10681373_cop-2023-0014-0001-531801_F02_d_4_4.webp,PMC10681373,,,,chart,,,,,,,,,,,,,,False
PMC10681373_cop-2023-0014-0001-531801_F03_undivided_1_1.webp,PMC10681373,,,,ophthalmic_imaging,,,,slit_lamp_photograph,,,,,,,,,,False
PMC10682432_fped-11-1271925-g003_A_1_2.webp,PMC10682432,,ekg,,electrography,,,,,,,,,,,,,,False
PMC10682432_fped-11-1271925-g003_B_2_2.webp,PMC10682432,,ekg,,electrography,,,,,,,,,,,,,,False
PMC10682432_fped-11-1271925-g004_undivided_1_1.webp,PMC10682432,,ekg,,electrography,,,,,,,,,,,,,,False
PMC10682651_fcvm-10-1277676-g001_A_1_4.webp,PMC10682651,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
PMC10682651_fcvm-10-1277676-g001_B_2_4.webp,PMC10682651,abdomen,,no_cholangiogram,radiology,,axial_region,,,,,axial,,angiography,contrast,ct,,,False
